Datetime (UTC),Country,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2023-02-22,Latvia,LV,228.73,303.1,44.86,43.29,entsoe.eu
2023-02-23,Latvia,LV,229.15,293.99,50.23,46.83,entsoe.eu
2023-02-24,Latvia,LV,247.25,311.16,48.94,43.89,entsoe.eu
2023-02-25,Latvia,LV,172.04,216.87,70.0,63.16,entsoe.eu
2023-02-26,Latvia,LV,182.38,238.0,61.61,57.7,entsoe.eu
2023-02-27,Latvia,LV,250.67,320.08,45.05,41.09,entsoe.eu
2023-02-28,Latvia,LV,237.64,299.23,50.22,45.05,entsoe.eu
2023-03-01,Latvia,LV,250.89,313.33,48.77,42.95,entsoe.eu
2023-03-02,Latvia,LV,231.04,283.63,55.64,49.27,entsoe.eu
2023-03-03,Latvia,LV,210.82,262.12,58.77,53.25,entsoe.eu
2023-03-04,Latvia,LV,130.04,158.99,82.09,76.2,entsoe.eu
2023-03-05,Latvia,LV,199.53,258.15,56.76,54.39,entsoe.eu
2023-03-06,Latvia,LV,235.24,309.72,43.15,41.49,entsoe.eu
2023-03-07,Latvia,LV,181.55,246.0,56.98,55.8,entsoe.eu
2023-03-08,Latvia,LV,214.28,281.58,49.04,47.42,entsoe.eu
2023-03-09,Latvia,LV,256.23,327.96,42.41,39.44,entsoe.eu
2023-03-10,Latvia,LV,231.11,293.87,51.0,47.67,entsoe.eu
2023-03-11,Latvia,LV,182.07,245.61,58.52,56.65,entsoe.eu
2023-03-12,Latvia,LV,186.9,251.56,58.72,56.1,entsoe.eu
2023-03-13,Latvia,LV,163.15,218.45,66.79,63.54,entsoe.eu
2023-03-14,Latvia,LV,130.47,179.6,74.15,71.93,entsoe.eu
2023-03-15,Latvia,LV,168.04,215.25,70.14,64.18,entsoe.eu
2023-03-16,Latvia,LV,161.29,199.78,71.67,64.01,entsoe.eu
2023-03-17,Latvia,LV,137.92,174.09,73.9,66.62,entsoe.eu
2023-03-18,Latvia,LV,95.27,125.69,80.33,73.78,entsoe.eu
2023-03-19,Latvia,LV,98.47,131.79,78.85,73.27,entsoe.eu
2023-03-20,Latvia,LV,111.57,151.24,74.8,71.18,entsoe.eu
2023-03-21,Latvia,LV,122.55,160.55,73.81,68.53,entsoe.eu
2023-03-22,Latvia,LV,76.6,109.31,81.53,80.4,entsoe.eu
2023-03-23,Latvia,LV,64.22,92.61,85.74,83.68,entsoe.eu
2023-03-24,Latvia,LV,44.15,68.64,90.29,89.2,entsoe.eu
2023-03-25,Latvia,LV,26.48,44.61,96.1,94.34,entsoe.eu
2023-03-26,Latvia,LV,36.3,55.67,94.66,90.94,entsoe.eu
2023-03-27,Latvia,LV,32.42,50.42,95.09,91.75,entsoe.eu
2023-03-28,Latvia,LV,51.07,71.97,90.8,87.18,entsoe.eu
2023-03-29,Latvia,LV,59.95,80.81,89.83,85.9,entsoe.eu
2023-03-30,Latvia,LV,48.03,67.15,91.63,88.64,entsoe.eu
2023-03-31,Latvia,LV,55.57,74.85,90.43,86.36,entsoe.eu
2023-04-01,Latvia,LV,27.49,45.69,94.62,93.23,entsoe.eu
2023-04-02,Latvia,LV,24.64,44.17,94.98,94.09,entsoe.eu
2023-04-03,Latvia,LV,30.07,52.37,93.73,92.97,entsoe.eu
2023-04-04,Latvia,LV,40.87,62.69,92.21,90.09,entsoe.eu
2023-04-05,Latvia,LV,46.67,68.43,91.46,88.5,entsoe.eu
2023-04-06,Latvia,LV,41.52,62.83,92.23,89.3,entsoe.eu
2023-04-07,Latvia,LV,20.88,38.25,96.89,94.98,entsoe.eu
2023-04-08,Latvia,LV,16.65,34.39,96.81,96.31,entsoe.eu
2023-04-09,Latvia,LV,17.45,35.6,97.06,96.04,entsoe.eu
2023-04-10,Latvia,LV,10.25,26.64,98.33,97.91,entsoe.eu
2023-04-11,Latvia,LV,19.34,37.28,96.96,95.11,entsoe.eu
2023-04-12,Latvia,LV,18.03,36.47,96.92,95.95,entsoe.eu
2023-04-13,Latvia,LV,27.02,46.43,95.79,92.34,entsoe.eu
2023-04-14,Latvia,LV,29.01,48.22,96.14,92.22,entsoe.eu
2023-04-15,Latvia,LV,23.59,41.5,96.61,94.82,entsoe.eu
2023-04-16,Latvia,LV,25.01,43.34,96.57,94.68,entsoe.eu
2023-04-17,Latvia,LV,44.34,67.47,92.3,90.61,entsoe.eu
2023-04-18,Latvia,LV,28.48,48.38,94.18,93.57,entsoe.eu
2023-04-19,Latvia,LV,10.83,27.6,98.17,98.07,entsoe.eu
2023-04-20,Latvia,LV,8.24,23.94,98.56,98.56,entsoe.eu
2023-04-21,Latvia,LV,22.62,39.87,96.74,95.05,entsoe.eu
2023-04-22,Latvia,LV,12.54,28.87,98.01,97.14,entsoe.eu
2023-04-23,Latvia,LV,9.08,25.45,98.43,98.41,entsoe.eu
2023-04-24,Latvia,LV,17.38,34.76,97.41,96.57,entsoe.eu
2023-04-25,Latvia,LV,44.72,67.16,94.07,90.67,entsoe.eu
2023-04-26,Latvia,LV,39.19,60.48,94.76,92.1,entsoe.eu
2023-04-27,Latvia,LV,43.2,64.54,94.43,91.02,entsoe.eu
2023-04-28,Latvia,LV,64.74,90.58,91.66,86.84,entsoe.eu
2023-04-29,Latvia,LV,44.53,67.26,94.15,89.32,entsoe.eu
2023-04-30,Latvia,LV,47.96,73.64,93.36,87.31,entsoe.eu
2023-05-01,Latvia,LV,50.03,76.27,92.97,86.92,entsoe.eu
2023-05-02,Latvia,LV,63.84,91.97,91.48,86.25,entsoe.eu
2023-05-03,Latvia,LV,81.16,110.53,89.74,81.83,entsoe.eu
2023-05-04,Latvia,LV,88.46,119.45,88.81,79.38,entsoe.eu
2023-05-05,Latvia,LV,68.25,96.97,91.02,83.33,entsoe.eu
2023-05-06,Latvia,LV,63.4,93.78,91.13,82.92,entsoe.eu
2023-05-07,Latvia,LV,70.14,101.31,90.5,82.15,entsoe.eu
2023-05-08,Latvia,LV,92.58,126.0,88.14,77.1,entsoe.eu
2023-05-09,Latvia,LV,85.39,118.44,88.94,77.49,entsoe.eu
2023-05-10,Latvia,LV,96.35,130.11,88.14,74.81,entsoe.eu
2023-05-11,Latvia,LV,93.39,129.11,88.61,76.04,entsoe.eu
2023-05-12,Latvia,LV,116.06,150.73,85.53,71.39,entsoe.eu
2023-05-13,Latvia,LV,117.9,149.93,83.79,67.81,entsoe.eu
2023-05-14,Latvia,LV,97.06,127.53,85.88,69.79,entsoe.eu
2023-05-15,Latvia,LV,112.06,144.23,84.42,70.13,entsoe.eu
2023-05-16,Latvia,LV,107.51,135.75,85.26,72.89,entsoe.eu
2023-05-17,Latvia,LV,93.5,122.12,86.86,76.56,entsoe.eu
2023-05-18,Latvia,LV,96.28,130.53,86.22,75.87,entsoe.eu
2023-05-19,Latvia,LV,95.0,127.47,86.44,75.0,entsoe.eu
2023-05-20,Latvia,LV,107.19,145.66,84.23,71.43,entsoe.eu
2023-05-21,Latvia,LV,109.5,149.05,84.03,69.97,entsoe.eu
2023-05-22,Latvia,LV,104.39,140.42,84.88,69.22,entsoe.eu
2023-05-23,Latvia,LV,120.97,155.32,82.74,64.77,entsoe.eu
2023-05-24,Latvia,LV,111.29,144.36,84.05,69.12,entsoe.eu
2023-05-25,Latvia,LV,134.23,163.02,80.98,63.33,entsoe.eu
2023-05-26,Latvia,LV,127.07,153.65,81.75,63.86,entsoe.eu
2023-05-27,Latvia,LV,142.9,169.97,79.7,58.47,entsoe.eu
2023-05-28,Latvia,LV,130.23,157.46,81.34,63.9,entsoe.eu
2023-05-29,Latvia,LV,135.5,164.27,80.26,62.76,entsoe.eu
2023-05-30,Latvia,LV,150.81,178.48,77.99,59.31,entsoe.eu
2023-05-31,Latvia,LV,132.09,164.58,80.8,64.08,entsoe.eu
2023-06-01,Latvia,LV,138.0,168.54,81.48,63.71,entsoe.eu
2023-06-02,Latvia,LV,127.44,159.67,83.24,66.97,entsoe.eu
2023-06-03,Latvia,LV,116.69,151.65,83.73,64.1,entsoe.eu
2023-06-04,Latvia,LV,134.41,171.87,81.95,64.24,entsoe.eu
2023-06-05,Latvia,LV,178.8,229.51,72.57,62.82,entsoe.eu
2023-06-06,Latvia,LV,229.48,298.67,57.45,47.46,entsoe.eu
2023-06-07,Latvia,LV,212.94,280.79,58.83,49.25,entsoe.eu
2023-06-08,Latvia,LV,175.09,220.74,77.62,67.1,entsoe.eu
2023-06-09,Latvia,LV,132.88,177.38,79.84,69.18,entsoe.eu
2023-06-10,Latvia,LV,93.46,134.04,84.87,75.45,entsoe.eu
2023-06-11,Latvia,LV,106.41,149.99,83.5,72.17,entsoe.eu
2023-06-12,Latvia,LV,161.26,203.52,79.03,66.65,entsoe.eu
2023-06-13,Latvia,LV,203.88,247.52,75.32,62.35,entsoe.eu
2023-06-14,Latvia,LV,231.85,277.24,68.92,54.62,entsoe.eu
2023-06-15,Latvia,LV,243.92,291.28,67.67,53.36,entsoe.eu
2023-06-16,Latvia,LV,206.16,249.87,72.64,49.55,entsoe.eu
2023-06-17,Latvia,LV,117.68,153.08,81.81,54.64,entsoe.eu
2023-06-18,Latvia,LV,121.39,154.65,81.49,52.08,entsoe.eu
2023-06-19,Latvia,LV,188.3,246.21,60.17,40.43,entsoe.eu
2023-06-20,Latvia,LV,234.01,307.06,45.05,30.4,entsoe.eu
2023-06-21,Latvia,LV,236.07,304.45,46.28,29.52,entsoe.eu
2023-06-22,Latvia,LV,175.76,225.05,66.46,42.69,entsoe.eu
2023-06-23,Latvia,LV,135.04,171.66,79.1,50.03,entsoe.eu
2023-06-24,Latvia,LV,126.76,164.29,80.28,51.4,entsoe.eu
2023-06-25,Latvia,LV,128.93,168.83,81.12,55.03,entsoe.eu
2023-06-26,Latvia,LV,150.7,206.58,66.46,45.19,entsoe.eu
2023-06-27,Latvia,LV,191.74,245.86,62.91,41.07,entsoe.eu
2023-06-28,Latvia,LV,216.15,274.19,58.99,39.65,entsoe.eu
2023-06-29,Latvia,LV,218.99,275.5,59.77,40.96,entsoe.eu
2023-06-30,Latvia,LV,192.27,241.13,64.53,44.3,entsoe.eu
2023-07-01,Latvia,LV,153.27,182.72,77.81,51.16,entsoe.eu
2023-07-02,Latvia,LV,109.9,136.48,82.65,58.34,entsoe.eu
2023-07-03,Latvia,LV,69.97,97.17,87.53,69.86,entsoe.eu
2023-07-04,Latvia,LV,114.95,141.77,82.59,59.44,entsoe.eu
2023-07-05,Latvia,LV,169.66,196.54,76.37,51.28,entsoe.eu
2023-07-06,Latvia,LV,191.65,219.16,73.02,44.58,entsoe.eu
2023-07-07,Latvia,LV,191.69,220.61,72.72,45.67,entsoe.eu
2023-07-08,Latvia,LV,191.41,220.52,73.17,43.47,entsoe.eu
2023-07-09,Latvia,LV,193.64,222.04,73.67,43.27,entsoe.eu
2023-07-10,Latvia,LV,187.23,217.74,74.53,43.91,entsoe.eu
2023-07-11,Latvia,LV,160.45,195.99,78.26,48.8,entsoe.eu
2023-07-12,Latvia,LV,94.5,127.79,84.8,54.14,entsoe.eu
2023-07-13,Latvia,LV,127.46,175.92,71.65,47.1,entsoe.eu
2023-07-14,Latvia,LV,82.36,117.21,85.62,56.09,entsoe.eu
2023-07-15,Latvia,LV,86.04,119.72,85.95,58.1,entsoe.eu
2023-07-16,Latvia,LV,80.97,115.31,86.07,61.43,entsoe.eu
2023-07-17,Latvia,LV,139.29,188.18,69.19,47.43,entsoe.eu
2023-07-18,Latvia,LV,76.99,113.01,85.76,60.53,entsoe.eu
2023-07-19,Latvia,LV,145.49,198.61,66.65,45.3,entsoe.eu
2023-07-20,Latvia,LV,88.37,124.05,83.94,56.94,entsoe.eu
2023-07-21,Latvia,LV,80.7,113.78,85.92,57.5,entsoe.eu
2023-07-22,Latvia,LV,114.92,142.44,80.09,46.32,entsoe.eu
2023-07-23,Latvia,LV,123.73,155.7,79.52,47.17,entsoe.eu
2023-07-24,Latvia,LV,131.65,158.88,78.22,44.17,entsoe.eu
2023-07-25,Latvia,LV,147.49,176.03,76.81,43.1,entsoe.eu
2023-07-26,Latvia,LV,143.89,176.77,77.27,45.47,entsoe.eu
2023-07-27,Latvia,LV,142.52,176.34,77.88,47.67,entsoe.eu
2023-07-28,Latvia,LV,116.88,152.56,80.96,51.99,entsoe.eu
2023-07-29,Latvia,LV,108.08,136.26,81.43,51.86,entsoe.eu
2023-07-30,Latvia,LV,111.15,142.41,81.06,49.18,entsoe.eu
2023-07-31,Latvia,LV,109.38,142.03,81.65,53.8,entsoe.eu
2023-08-01,Latvia,LV,128.38,159.98,77.5,51.51,entsoe.eu
2023-08-02,Latvia,LV,114.79,142.26,80.77,56.59,entsoe.eu
2023-08-03,Latvia,LV,104.6,135.63,82.03,58.26,entsoe.eu
2023-08-04,Latvia,LV,117.09,141.52,79.47,53.54,entsoe.eu
2023-08-05,Latvia,LV,127.68,153.03,77.78,47.34,entsoe.eu
2023-08-06,Latvia,LV,126.17,149.89,78.09,48.92,entsoe.eu
2023-08-07,Latvia,LV,113.64,138.21,80.44,58.54,entsoe.eu
2023-08-08,Latvia,LV,120.02,141.59,79.23,56.66,entsoe.eu
2023-08-09,Latvia,LV,107.62,129.96,81.28,57.67,entsoe.eu
2023-08-10,Latvia,LV,148.83,174.17,77.42,58.2,entsoe.eu
2023-08-11,Latvia,LV,132.02,158.36,79.93,60.99,entsoe.eu
2023-08-12,Latvia,LV,163.33,190.54,75.71,49.29,entsoe.eu
2023-08-13,Latvia,LV,172.75,200.95,75.07,50.08,entsoe.eu
2023-08-14,Latvia,LV,150.06,185.17,80.25,60.32,entsoe.eu
2023-08-15,Latvia,LV,138.84,176.1,81.75,60.27,entsoe.eu
2023-08-16,Latvia,LV,152.64,193.04,80.15,57.62,entsoe.eu
2023-08-17,Latvia,LV,151.63,193.18,79.01,55.7,entsoe.eu
2023-08-18,Latvia,LV,200.91,236.71,69.49,51.34,entsoe.eu
2023-08-19,Latvia,LV,179.96,204.48,68.75,40.06,entsoe.eu
2023-08-20,Latvia,LV,198.29,223.81,66.86,43.02,entsoe.eu
2023-08-21,Latvia,LV,307.96,388.6,28.04,22.22,entsoe.eu
2023-08-22,Latvia,LV,309.16,393.75,26.58,20.87,entsoe.eu
2023-08-23,Latvia,LV,296.78,378.29,29.27,23.0,entsoe.eu
2023-08-24,Latvia,LV,296.16,373.36,31.3,23.95,entsoe.eu
2023-08-25,Latvia,LV,307.85,386.98,26.97,18.76,entsoe.eu
2023-08-26,Latvia,LV,216.81,244.1,66.88,43.44,entsoe.eu
2023-08-27,Latvia,LV,228.63,257.55,66.48,43.16,entsoe.eu
2023-08-28,Latvia,LV,299.41,357.57,43.0,30.38,entsoe.eu
2023-08-29,Latvia,LV,283.85,335.04,48.92,35.59,entsoe.eu
2023-08-30,Latvia,LV,265.94,330.26,44.5,34.5,entsoe.eu
2023-08-31,Latvia,LV,270.96,329.38,47.83,35.98,entsoe.eu
2023-09-01,Latvia,LV,145.29,179.42,79.19,66.52,entsoe.eu
2023-09-02,Latvia,LV,164.73,199.49,75.74,57.22,entsoe.eu
2023-09-03,Latvia,LV,171.78,207.78,71.51,51.65,entsoe.eu
2023-09-04,Latvia,LV,208.25,263.24,56.88,43.35,entsoe.eu
2023-09-05,Latvia,LV,195.84,244.14,60.58,45.36,entsoe.eu
2023-09-06,Latvia,LV,213.33,266.6,56.2,40.79,entsoe.eu
2023-09-07,Latvia,LV,228.57,285.57,53.71,37.64,entsoe.eu
2023-09-08,Latvia,LV,243.74,305.48,51.31,34.3,entsoe.eu
2023-09-09,Latvia,LV,219.69,272.95,57.89,39.27,entsoe.eu
2023-09-10,Latvia,LV,202.24,249.27,63.57,44.9,entsoe.eu
2023-09-11,Latvia,LV,281.59,348.15,45.8,33.67,entsoe.eu
2023-09-12,Latvia,LV,248.58,308.87,50.23,35.08,entsoe.eu
2023-09-13,Latvia,LV,251.73,316.21,49.27,33.82,entsoe.eu
2023-09-14,Latvia,LV,237.71,300.26,50.74,35.21,entsoe.eu
2023-09-15,Latvia,LV,230.48,302.61,49.05,36.59,entsoe.eu
2023-09-16,Latvia,LV,96.39,132.31,84.22,61.01,entsoe.eu
2023-09-17,Latvia,LV,121.79,168.2,73.27,53.81,entsoe.eu
2023-09-18,Latvia,LV,188.76,243.53,58.8,42.94,entsoe.eu
2023-09-19,Latvia,LV,172.33,222.83,63.29,49.3,entsoe.eu
2023-09-20,Latvia,LV,175.42,225.42,62.22,49.23,entsoe.eu
2023-09-21,Latvia,LV,211.9,269.26,54.22,41.1,entsoe.eu
2023-09-22,Latvia,LV,176.53,224.1,63.42,49.78,entsoe.eu
2023-09-23,Latvia,LV,196.94,243.74,59.77,42.25,entsoe.eu
2023-09-24,Latvia,LV,195.15,234.69,61.01,41.17,entsoe.eu
2023-09-25,Latvia,LV,212.95,258.58,57.9,42.23,entsoe.eu
2023-09-26,Latvia,LV,221.89,278.62,53.44,39.83,entsoe.eu
2023-09-27,Latvia,LV,200.63,255.77,58.47,44.39,entsoe.eu
2023-09-28,Latvia,LV,228.61,287.45,53.46,35.29,entsoe.eu
2023-09-29,Latvia,LV,183.35,229.18,65.42,46.53,entsoe.eu
2023-09-30,Latvia,LV,95.94,129.47,82.17,62.36,entsoe.eu
2023-10-01,Latvia,LV,109.59,144.95,80.84,58.52,entsoe.eu
2023-10-02,Latvia,LV,227.37,290.63,52.14,39.08,entsoe.eu
2023-10-03,Latvia,LV,140.07,183.62,72.84,59.92,entsoe.eu
2023-10-04,Latvia,LV,79.82,107.78,86.49,71.53,entsoe.eu
2023-10-05,Latvia,LV,84.81,110.99,86.02,70.74,entsoe.eu
2023-10-06,Latvia,LV,99.84,125.07,82.43,63.64,entsoe.eu
2023-10-07,Latvia,LV,89.03,115.67,84.36,68.01,entsoe.eu
2023-10-08,Latvia,LV,90.98,117.1,83.24,63.09,entsoe.eu
2023-10-09,Latvia,LV,133.31,167.02,77.94,59.4,entsoe.eu
2023-10-10,Latvia,LV,161.37,197.62,72.62,54.16,entsoe.eu
2023-10-11,Latvia,LV,88.16,112.02,84.61,67.36,entsoe.eu
2023-10-12,Latvia,LV,76.51,100.86,85.98,70.61,entsoe.eu
2023-10-13,Latvia,LV,83.31,113.09,85.67,69.48,entsoe.eu
2023-10-14,Latvia,LV,76.23,106.01,85.11,68.57,entsoe.eu
2023-10-15,Latvia,LV,86.69,122.18,85.24,69.19,entsoe.eu
2023-10-16,Latvia,LV,81.23,115.51,85.01,70.67,entsoe.eu
2023-10-17,Latvia,LV,151.53,203.42,70.09,59.07,entsoe.eu
2023-10-18,Latvia,LV,203.75,256.98,62.23,48.81,entsoe.eu
2023-10-19,Latvia,LV,207.73,270.52,55.54,45.34,entsoe.eu
2023-10-20,Latvia,LV,92.43,125.68,85.53,69.36,entsoe.eu
2023-10-21,Latvia,LV,90.98,126.5,85.26,66.24,entsoe.eu
2023-10-22,Latvia,LV,150.83,203.65,70.68,54.16,entsoe.eu
2023-10-23,Latvia,LV,260.48,336.63,44.06,32.67,entsoe.eu
2023-10-24,Latvia,LV,228.68,292.2,54.22,42.27,entsoe.eu
2023-10-25,Latvia,LV,219.36,282.41,54.08,43.19,entsoe.eu
2023-10-26,Latvia,LV,224.14,290.44,51.07,42.03,entsoe.eu
2023-10-27,Latvia,LV,255.42,323.77,46.5,36.32,entsoe.eu
2023-10-28,Latvia,LV,267.16,341.61,41.92,30.71,entsoe.eu
2023-10-29,Latvia,LV,226.93,290.75,54.57,42.74,entsoe.eu
2023-10-30,Latvia,LV,170.24,227.6,64.35,58.24,entsoe.eu
2023-10-31,Latvia,LV,199.72,255.5,61.07,50.29,entsoe.eu
2023-11-01,Latvia,LV,161.71,206.36,71.99,62.99,entsoe.eu
2023-11-02,Latvia,LV,90.97,129.4,87.08,74.56,entsoe.eu
2023-11-03,Latvia,LV,66.91,96.4,89.12,78.16,entsoe.eu
2023-11-04,Latvia,LV,75.97,98.24,86.51,71.64,entsoe.eu
2023-11-05,Latvia,LV,81.11,108.86,86.16,67.28,entsoe.eu
2023-11-06,Latvia,LV,154.18,195.61,72.19,55.63,entsoe.eu
2023-11-07,Latvia,LV,230.42,278.52,62.33,45.58,entsoe.eu
2023-11-08,Latvia,LV,255.19,299.94,60.11,42.7,entsoe.eu
2023-11-09,Latvia,LV,193.62,235.94,67.44,54.0,entsoe.eu
2023-11-10,Latvia,LV,174.71,209.97,72.37,58.28,entsoe.eu
2023-11-11,Latvia,LV,183.26,217.27,72.08,56.61,entsoe.eu
2023-11-12,Latvia,LV,195.25,236.47,67.38,53.73,entsoe.eu
2023-11-13,Latvia,LV,180.93,221.35,69.86,57.99,entsoe.eu
2023-11-14,Latvia,LV,163.67,208.26,68.86,61.14,entsoe.eu
2023-11-15,Latvia,LV,185.43,243.62,59.05,54.38,entsoe.eu
2023-11-16,Latvia,LV,183.86,244.28,57.17,53.48,entsoe.eu
2023-11-17,Latvia,LV,198.49,255.33,57.25,51.22,entsoe.eu
2023-11-18,Latvia,LV,205.71,264.77,55.13,48.55,entsoe.eu
2023-11-19,Latvia,LV,176.0,228.93,62.69,56.25,entsoe.eu
2023-11-20,Latvia,LV,193.9,263.33,53.43,52.17,entsoe.eu
2023-11-21,Latvia,LV,197.39,268.45,51.44,50.3,entsoe.eu
2023-11-22,Latvia,LV,189.13,247.0,56.8,51.95,entsoe.eu
2023-11-23,Latvia,LV,130.21,176.57,70.82,67.21,entsoe.eu
2023-11-24,Latvia,LV,157.8,210.97,63.85,59.4,entsoe.eu
2023-11-25,Latvia,LV,193.64,254.04,55.59,49.83,entsoe.eu
2023-11-26,Latvia,LV,247.95,328.44,39.15,35.97,entsoe.eu
2023-11-27,Latvia,LV,241.03,303.27,49.78,43.45,entsoe.eu
2023-11-28,Latvia,LV,224.99,288.31,50.84,45.27,entsoe.eu
2023-11-29,Latvia,LV,277.41,344.48,43.23,37.49,entsoe.eu
2023-11-30,Latvia,LV,301.98,368.16,41.49,35.1,entsoe.eu
2023-12-01,Latvia,LV,289.36,357.16,42.02,34.51,entsoe.eu
2023-12-02,Latvia,LV,264.89,338.67,40.7,34.79,entsoe.eu
2023-12-03,Latvia,LV,284.88,362.09,37.18,31.49,entsoe.eu
2023-12-04,Latvia,LV,305.26,390.58,30.76,27.8,entsoe.eu
2023-12-05,Latvia,LV,328.72,415.16,28.41,24.33,entsoe.eu
2023-12-06,Latvia,LV,325.03,400.53,33.93,26.58,entsoe.eu
2023-12-07,Latvia,LV,280.8,353.41,40.33,33.76,entsoe.eu
2023-12-08,Latvia,LV,282.49,353.85,40.67,33.93,entsoe.eu
2023-12-09,Latvia,LV,289.1,357.3,40.41,32.59,entsoe.eu
2023-12-10,Latvia,LV,303.22,374.56,38.34,29.97,entsoe.eu
2023-12-11,Latvia,LV,264.97,342.0,40.76,36.91,entsoe.eu
2023-12-12,Latvia,LV,298.01,375.3,36.67,31.62,entsoe.eu
2023-12-13,Latvia,LV,313.96,384.67,38.72,31.2,entsoe.eu
2023-12-14,Latvia,LV,264.11,338.92,41.57,37.75,entsoe.eu
2023-12-15,Latvia,LV,197.39,260.35,56.27,53.03,entsoe.eu
2023-12-16,Latvia,LV,207.28,256.72,62.95,52.27,entsoe.eu
2023-12-17,Latvia,LV,181.06,231.35,65.96,57.96,entsoe.eu
2023-12-18,Latvia,LV,164.57,213.76,67.86,62.1,entsoe.eu
2023-12-19,Latvia,LV,90.62,120.03,85.27,79.79,entsoe.eu
2023-12-20,Latvia,LV,111.53,147.26,81.55,76.45,entsoe.eu
2023-12-21,Latvia,LV,38.14,62.52,94.37,92.97,entsoe.eu
2023-12-22,Latvia,LV,30.15,53.58,95.41,94.32,entsoe.eu
2023-12-23,Latvia,LV,28.22,51.51,95.78,95.29,entsoe.eu
2023-12-24,Latvia,LV,31.76,54.53,95.54,95.14,entsoe.eu
2023-12-25,Latvia,LV,70.16,100.09,91.16,91.05,entsoe.eu
2023-12-26,Latvia,LV,68.99,99.94,90.84,90.07,entsoe.eu
2023-12-27,Latvia,LV,34.26,60.35,94.97,93.13,entsoe.eu
2023-12-28,Latvia,LV,52.06,80.02,93.15,92.8,entsoe.eu
2023-12-29,Latvia,LV,51.2,77.19,93.44,93.37,entsoe.eu
2023-12-30,Latvia,LV,37.5,61.7,94.69,94.6,entsoe.eu
2023-12-31,Latvia,LV,75.44,110.67,85.3,85.18,entsoe.eu
2024-01-01,Latvia,LV,84.3,121.99,87.17,86.49,entsoe.eu
2024-01-02,Latvia,LV,143.69,197.58,69.48,68.58,entsoe.eu
2024-01-03,Latvia,LV,143.72,196.89,68.86,68.17,entsoe.eu
2024-01-04,Latvia,LV,196.43,262.75,57.28,55.91,entsoe.eu
2024-01-05,Latvia,LV,203.87,276.55,53.95,52.57,entsoe.eu
2024-01-06,Latvia,LV,219.11,293.79,52.13,50.81,entsoe.eu
2024-01-07,Latvia,LV,260.31,350.42,41.02,38.56,entsoe.eu
2024-01-08,Latvia,LV,204.37,280.51,49.93,48.09,entsoe.eu
2024-01-09,Latvia,LV,228.33,296.96,49.88,44.84,entsoe.eu
2024-01-10,Latvia,LV,263.73,337.54,44.64,38.37,entsoe.eu
2024-01-11,Latvia,LV,175.19,233.24,63.37,59.33,entsoe.eu
2024-01-12,Latvia,LV,162.03,225.24,61.85,59.61,entsoe.eu
2024-01-13,Latvia,LV,217.71,289.31,46.99,44.32,entsoe.eu
2024-01-14,Latvia,LV,206.45,284.97,45.96,45.12,entsoe.eu
2024-01-15,Latvia,LV,216.23,297.51,45.1,44.21,entsoe.eu
2024-01-16,Latvia,LV,243.76,331.82,38.84,37.92,entsoe.eu
2024-01-17,Latvia,LV,222.74,303.51,43.62,42.21,entsoe.eu
2024-01-18,Latvia,LV,229.69,310.28,41.28,39.91,entsoe.eu
2024-01-19,Latvia,LV,224.77,308.18,40.94,40.5,entsoe.eu
2024-01-20,Latvia,LV,248.83,337.16,35.91,35.34,entsoe.eu
2024-01-21,Latvia,LV,177.58,241.03,56.55,53.33,entsoe.eu
2024-01-22,Latvia,LV,167.99,224.85,60.05,55.85,entsoe.eu
2024-01-23,Latvia,LV,158.67,218.08,60.05,57.82,entsoe.eu
2024-01-24,Latvia,LV,151.21,211.09,64.82,63.52,entsoe.eu
2024-01-25,Latvia,LV,166.19,233.17,58.74,56.6,entsoe.eu
2024-01-26,Latvia,LV,211.15,290.53,44.47,43.86,entsoe.eu
2024-01-27,Latvia,LV,225.28,310.52,40.06,39.67,entsoe.eu
2024-01-28,Latvia,LV,198.71,273.86,48.0,47.2,entsoe.eu
2024-01-29,Latvia,LV,188.48,253.76,52.38,50.86,entsoe.eu
2024-01-30,Latvia,LV,223.33,300.96,42.02,40.87,entsoe.eu
2024-01-31,Latvia,LV,173.06,236.79,56.23,54.52,entsoe.eu
2024-02-01,Latvia,LV,148.31,209.48,61.22,59.79,entsoe.eu
2024-02-02,Latvia,LV,121.98,177.21,68.88,66.96,entsoe.eu
2024-02-03,Latvia,LV,68.88,113.32,82.71,79.91,entsoe.eu
2024-02-04,Latvia,LV,81.93,126.07,79.97,78.35,entsoe.eu
2024-02-05,Latvia,LV,114.16,165.75,73.83,72.27,entsoe.eu
2024-02-06,Latvia,LV,215.5,293.32,48.11,47.16,entsoe.eu
2024-02-07,Latvia,LV,201.83,273.91,53.08,51.51,entsoe.eu
2024-02-08,Latvia,LV,221.33,300.36,45.52,43.87,entsoe.eu
2024-02-09,Latvia,LV,208.98,282.94,50.36,48.75,entsoe.eu
2024-02-10,Latvia,LV,185.6,252.73,58.12,55.82,entsoe.eu
2024-02-11,Latvia,LV,202.47,278.58,52.3,50.27,entsoe.eu
2024-02-12,Latvia,LV,183.74,253.34,53.91,52.55,entsoe.eu
